disease_id,icd9cm,name
8380,V02.9,CARRIER OR SUSPECTED CARRIER OF OTHER SPECIFIED INFECTIOUS ORGANISM
8381,V03.0,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST CHOLERA ALONE
8382,V03.1,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST TYPHOID-PARATYPHOID ALONE [TAB]
8383,V03.2,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST TUBERCULOSIS [BCG]
8384,V03.5,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST DIPHTHERIA ALONE
8385,V03.6,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST PERTUSSIS ALONE
8386,V03.7,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST TETANUS TOXOID ALONE
8387,V03.81,"OTHER SPECIFIED VACCINATIONS AGAINST HEMOPHILUS INFLUENZA, TYPE B [HIB]"
8388,V03.82,OTHER SPECIFIED VACCINATIONS AGAINST STREPTOCOCCUS PNEUMONIAE [PNEUMOCOCCUS]
8389,V03.89,OTHER SPECIFIED VACCINATION
8390,V03.9,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST UNSPECIFIED SINGLE BACTERIAL DISEASE
8391,V04.0,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST POLIOMYELITIS
8392,V04.1,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST SMALLPOX
8393,V04.2,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST MEASLES ALONE
8394,V04.3,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST RUBELLA ALONE
8395,V04.4,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST YELLOW FEVER
8396,V04.5,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST RABIES
8397,V04.6,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST MUMPS ALONE
8398,V04.81,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST INFLUENZA
8399,V04.82,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST RESPIRATORY SYNCYTIAL VIRUS (RSV)
8400,V04.89,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST OTHER VIRAL DISEASES
8401,V05.0,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST ARTHROPOD-BORNE VIRAL ENCEPHALITIS
8402,V05.1,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST OTHER ARTHROPOD-BORNE VIRAL DISEASES
8403,V05.3,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST VIRAL HEPATITIS
8404,V05.4,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST VARICELLA
8405,V05.8,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST OTHER SPECIFIED DISEASE
8406,V05.9,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST UNSPECIFIED SINGLE DISEASE
8407,V06.1,"NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST DIPHTHERIA-TETANUS-PERTUSSIS, COMBINED [DTP] [DTAP]"
8408,V06.2,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST DIPTHERIA-TETANUS- PERTUSSIS WITH TYPHOID-PARATYPHOID (DTP + TAB)
8409,V06.3,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST DIPTHERIA-TETANUS- PERTUSSIS WITH POLIOMYELITIS [DTP + POLIO]
8410,V06.4,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST MEASLES-MUMPS-RUBELLA (MMR)
8411,V06.5,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST TETANUS-DIPHTHERIA [TD] (DT)
8412,V06.6,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST STREPTOCOCCUS PNEUMONIAE [PNEUMOCOCCUS] AND INFLUENZA
8413,V06.8,NEED FOR PROPHYLACTIC VACCINATION AND INOCULATION AGAINST OTHER COMBINATIONS OF DISEASES
8414,V06.9,UNSPECIFIED COMBINED VACCINE
8415,V07.0,NEED FOR ISOLATION
8416,V07.1,NEED FOR DESENSITIZATION TO ALLERGENS
8417,V07.2,NEED FOR PROPHYLACTIC IMMUNOTHERAPY
8418,V07.39,NEED FOR OTHER PROPHYLACTIC CHEMOTHERAPY
8419,V07.4,HORMONE REPLACEMENT THERAPY (POSTMENOPAUSAL)
8420,V07.8,OTHER SPECIFIED PROPHYLACTIC OR TREATMENT MEASURE
8421,V07.9,UNSPECIFIED PROPHYLACTIC OR TREATMENT MEASURE
8422,V08,ASYMPTOMATIC HUMAN IMMUNODEFICIENCY VIRUS [HIV] INFECTION STATUS
8423,V09.0,INFECTION WITH MICROORGANISMS RESISTANT TO PENICILLINS
8424,V09.1,INFECTION WITH MICROORGANISMS RESISTANT TO CEPHALOSPORINS AND OTHER B-LACTAM ANTIBIOTICS
8425,V09.4,INFECTION WITH MICROORGANISMS RESISTANT TO AMINOGLYCOSIDES
8426,V09.50,INFECTION WITH MICROORGANISMS WITHOUT MENTION OF RESISTANCE TO MULTIPLE QUINOLONES AND FLUROQUINOLONES
8427,V09.6,INFECTION WITH MICROORGANISMS RESISTANT TO SULFONAMIDES
8428,V09.71,INFECTION WITH MICROORGANISMS WITH RESISTANCE TO MULTIPLE ANTIMYCOBACTERIAL AGENTS
8429,V09.80,INFECTION WITH MICROORGANISMS WITHOUT MENTION OF RESISTANCE TO MULTIPLE DRUGS
8430,V09.81,INFECTION WITH MICROORGANISMS WITH RESISTANCE TO MULTIPLE DRUGS
8431,V09.90,"INFECTION WITH DRUG-RESISTANT MICROORGANISMS, UNSPECIFIED, WITHOUT MENTION OF MULTIPLE DRUG RESISTANCE"
8432,V09.91,"INFECTION WITH DRUG-RESISTANT MICROORGANISMS, UNSPECIFIED, WITH MULTIPLE DRUG RESISTANCE"
8433,V10.00,"PERSONAL HISTORY OF MALIGNANT NEOPLASM OF GASTROINTESTINAL TRACT, UNSPECIFIED"
8434,V10.01,PERSONAL HISTORY OF MALIGNANT NEOPLASM OF TONGUE
8435,V10.02,PERSONAL HISTORY OF MALIGNANT NEOPLASM OF OTHER AND UNSPECIFIED ORAL CAVITY AND PHARYNX
8436,V10.03,PERSONAL HISTORY OF MALIGNANT NEOPLASM OF ESOPHAGUS
8437,V10.04,PERSONAL HISTORY OF MALIGNANT NEOPLASM OF STOMACH
8438,V10.05,PERSONAL HISTORY OF MALIGNANT NEOPLASM OF LARGE INTESTINE
8439,V10.06,"PERSONAL HISTORY OF MALIGNANT NEOPLASM OF RECTUM, RECTOSIGMOID JUNCTION, AND ANUS"
8440,V10.07,PERSONAL HISTORY OF MALIGNANT NEOPLASM OF LIVER
8441,V10.09,PERSONAL HISTORY OF MALIGNANT NEOPLASM OF OTHER GASTROINTESTINAL TRACT
8442,V10.11,PERSONAL HISTORY OF MALIGNANT NEOPLASM OF BRONCHUS AND LUNG
8443,V10.12,PERSONAL HISTORY OF MALIGNANT NEOPLASM OF TRACHEA
8444,V10.20,"PERSONAL HISTORY OF MALIGNANT NEOPLASM OF RESPIRATORY ORGAN, UNSPECIFIED"
8445,V10.21,PERSONAL HISTORY OF MALIGNANT NEOPLASM OF LARYNX
8446,V10.22,"PERSONAL HISTORY OF MALIGNANT NEOPLASM OF NASAL CAVITIES, MIDDLE EAR, AND ACCESSORY SINUSES"
8447,V10.29,PERSONAL HISTORY OF MALIGNANT NEOPLASM OF OTHER RESPIRATORY AND INTRATHORACIC ORGANS
8448,V10.3,PERSONAL HISTORY OF MALIGNANT NEOPLASM OF BREAST
8449,V10.40,"PERSONAL HISTORY OF MALIGNANT NEOPLASM OF FEMALE GENITAL ORGAN, UNSPECIFIED"
8450,V10.41,PERSONAL HISTORY OF MALIGNANT NEOPLASM OF CERVIX UTERI
8451,V10.42,PERSONAL HISTORY OF MALIGNANT NEOPLASM OF OTHER PARTS OF UTERUS
8452,V10.43,PERSONAL HISTORY OF MALIGNANT NEOPLASM OF OVARY
8453,V10.44,PERSONAL HISTORY OF MALIGNANT NEOPLASM OF OTHER FEMALE GENITAL ORGANS
8454,V10.46,PERSONAL HISTORY OF MALIGNANT NEOPLASM OF PROSTATE
8455,V10.47,PERSONAL HISTORY OF MALIGNANT NEOPLASM OF TESTIS
8456,V10.49,PERSONAL HISTORY OF MALIGNANT NEOPLASM OF OTHER MALE GENITAL ORGANS
8457,V10.50,"PERSONAL HISTORY OF MALIGNANT NEOPLASM OF URINARY ORGAN, UNSPECIFIED"
8458,V10.51,PERSONAL HISTORY OF MALIGNANT NEOPLASM OF BLADDER
8459,V10.52,PERSONAL HISTORY OF MALIGNANT NEOPLASM OF KIDNEY
8460,V10.53,PERSONAL HISTORY OF MALIGNANT NEOPLASM OF RENAL PELVIS
8461,V10.59,PERSONAL HISTORY OF MALIGNANT NEOPLASM OF OTHER URINARY ORGANS
8462,V10.60,"PERSONAL HISTORY OF LEUKEMIA, UNSPECIFIED"
8463,V10.61,PERSONAL HISTORY OF LYMPHOID LEUKEMIA
8464,V10.62,PERSONAL HISTORY OF MYELOID LEUKEMIA
8465,V10.63,PERSONAL HISTORY OF MONOCYTIC LEUKEMIA
8466,V10.69,PERSONAL HISTORY OF OTHER LEUKEMIA
8467,V10.71,PERSONAL HISTORY OF LYMPHOSARCOMA AND RETICULOSARCOMA
8468,V10.72,PERSONAL HISTORY OF HODGKIN'S DISEASE
8469,V10.79,PERSONAL HISTORY OF OTHER LYMPHATIC AND HEMATOPOIETIC NEOPLASMS
8470,V10.81,PERSONAL HISTORY OF MALIGNANT NEOPLASM OF BONE
8471,V10.82,PERSONAL HISTORY OF MALIGNANT MELANOMA OF SKIN
8472,V10.83,PERSONAL HISTORY OF OTHER MALIGNANT NEOPLASM OF SKIN
8473,V10.84,PERSONAL HISTORY OF MALIGNANT NEOPLASM OF EYE
8474,V10.85,PERSONAL HISTORY OF MALIGNANT NEOPLASM OF BRAIN
8475,V10.86,PERSONAL HISTORY OF MALIGNANT NEOPLASM OF OTHER PARTS OF NERVOUS SYSTEM
8476,V10.87,PERSONAL HISTORY OF MALIGNANT NEOPLASM OF THYROID
8477,V10.88,PERSONAL HISTORY OF MALIGNANT NEOPLASM OF OTHER ENDOCRINE GLANDS AND RELATED STRUCTURES
8478,V10.89,PERSONAL HISTORY OF MALIGNANT NEOPLASM OF OTHER SITES
8479,V10.91,PERSONAL HISTORY OF MALIGNANT NEUROENDOCRINE TUMOR
8480,V11.0,PERSONAL HISTORY OF SCHIZOPHRENIA
8481,V11.1,PERSONAL HISTORY OF AFFECTIVE DISORDERS
8482,V11.2,PERSONAL HISTORY OF NEUROSIS
8483,V11.3,PERSONAL HISTORY OF ALCOHOLISM
8484,V11.8,PERSONAL HISTORY OF OTHER MENTAL DISORDERS
8485,V11.9,PERSONAL HISTORY OF UNSPECIFIED MENTAL DISORDER
8486,V12.00,PERSONAL HISTORY OF UNSPECIFIED INFECTIOUS AND PARASITIC DISEASE
8487,V12.01,PERSONAL HISTORY OF TUBERCULOSIS
8488,V12.02,PERSONAL HISTORY OF POLIOMYELITIS
8489,V12.03,PERSONAL HISTORY OF MALARIA
8490,V12.04,PERSONAL HISTORY OF METHICILLIN RESISTANT STAPHYLOCOCCUS AUREUS
8491,V12.09,PERSONAL HISTORY OF OTHER INFECTIOUS AND PARASITIC DISEASES
8492,V12.1,PERSONAL HISTORY OF NUTRITIONAL DEFICIENCY
8493,V12.3,PERSONAL HISTORY OF DISEASES OF BLOOD AND BLOOD-FORMING ORGANS
8494,V12.40,PERSONAL HISTORY OF UNSPECIFIED DISORDER OF NERVOUS SYSTEM AND SENSE ORGANS
8495,V12.41,PERSONAL HISTORY OF BENIGN NEOPLASM OF THE BRAIN
8496,V12.42,PERSONAL HISTORY OF INFECTIONS OF THE CENTRAL NERVOUS SYSTEM
8497,V12.49,PERSONAL HISTORY OF OTHER DISORDERS OF NERVOUS SYSTEM AND SENSE ORGANS
8498,V12.50,PERSONAL HISTORY OF UNSPECIFIED CIRCULATORY DISEASE
8499,V12.51,PERSONAL HISTORY OF VENOUS THROMBOSIS AND EMBOLISM
8500,V12.52,PERSONAL HISTORY OF THROMBOPHLEBITIS
8501,V12.53,PERSONAL HISTORY OF SUDDEN CARDIAC ARREST
8502,V12.54,"PERSONAL HISTORY OF TRANSIENT ISCHEMIC ATTACK (TIA), AND CEREBRAL INFARCTION WITHOUT RESIDUAL DEFICITS"
8503,V12.59,PERSONAL HISTORY OF OTHER DISEASES OF CIRCULATORY SYSTEM
8504,V12.60,PERSONAL HISTORY OF UNSPECIFIED DISEASE OF RESPIRATORY SYSTEM
8505,V12.61,PERSONAL HISTORY OF PNEUMONIA (RECURRENT)
8506,V12.69,PERSONAL HISTORY OF OTHER DISEASES OF RESPIRATORY SYSTEM
8507,V12.70,PERSONAL HISTORY OF UNSPECIFIED DIGESTIVE DISEASE
8508,V12.71,PERSONAL HISTORY OF PEPTIC ULCER DISEASE
8509,V12.72,PERSONAL HISTORY OF COLONIC POLYPS
8510,V12.79,PERSONAL HISTORY OF OTHER DISEASES OF DIGESTIVE SYSTEM
8511,V13.00,PERSONAL HISTORY OF UNSPECIFIED URINARY DISORDER
8512,V13.01,PERSONAL HISTORY OF URINARY CALCULI
8513,V13.02,"PERSONAL HISTORY, URINARY (TRACT) INFECTION"
8514,V13.09,PERSONAL HISTORY OF OTHER SPECIFIED URINARY SYSTEM DISORDERS
8515,V13.1,PERSONAL HISTORY OF TROPHOBLASTIC DISEASE
8516,V13.21,PERSONAL HISTORY OF PRE-TERM LABOR
8517,V13.22,PERSONAL HISTORY OF CERVICAL DYSPLASIA
8518,V13.29,PERSONAL HISTORY OF OTHER GENITAL SYSTEM AND OBSTETRIC DISORDERS
8519,V13.3,PERSONAL HISTORY OF DISEASES OF SKIN AND SUBCUTANEOUS TISSUE
8520,V13.4,PERSONAL HISTORY OF ARTHRITIS
8521,V13.59,PERSONAL HISTORY OF OTHER MUSCULOSKELETAL DISORDERS
8522,V13.61,PERSONAL HISTORY OF (CORRECTED) HYPOSPADIAS
8523,V13.69,PERSONAL HISTORY OF OTHER (CORRECTED) CONGENITAL MALFORMATIONS
8524,V13.7,PERSONAL HISTORY OF PERINATAL PROBLEMS
8525,V13.9,PERSONAL HISTORY OF UNSPECIFIED DISEASE
8526,V14.0,PERSONAL HISTORY OF ALLERGY TO PENICILLIN
8527,V14.1,PERSONAL HISTORY OF ALLERGY TO OTHER ANTIBIOTIC AGENT
8528,V14.2,PERSONAL HISTORY OF ALLERGY TO SULFONAMIDES
8529,V14.3,PERSONAL HISTORY OF ALLERGY TO OTHER ANTI-INFECTIVE AGENT
8530,V14.4,PERSONAL HISTORY OF ALLERGY TO ANESTHETIC AGENT
8531,V14.5,PERSONAL HISTORY OF ALLERGY TO NARCOTIC AGENT
8532,V14.6,PERSONAL HISTORY OF ALLERGY TO ANALGESIC AGENT
8533,V14.7,PERSONAL HISTORY OF ALLERGY TO SERUM OR VACCINE
8534,V14.8,PERSONAL HISTORY OF ALLERGY TO OTHER SPECIFIED MEDICINAL AGENTS
8535,V14.9,PERSONAL HISTORY OF ALLERGY TO UNSPECIFIED MEDICINAL AGENT
8536,V15.01,ALLERGY TO PEANUTS
8537,V15.02,ALLERGY TO MILK PRODUCTS
8538,V15.03,ALLERGY TO EGGS
8539,V15.04,ALLERGY TO SEAFOOD
8540,V15.05,ALLERGY TO OTHER FOODS
8541,V15.06,ALLERGY TO INSECTS AND ARACHNIDS
8542,V15.07,ALLERGY TO LATEX
8543,V15.08,ALLERGY TO RADIOGRAPHIC DYE
8544,V15.09,"OTHER ALLERGY, OTHER THAN TO MEDICINAL AGENTS"
8545,V15.1,"PERSONAL HISTORY OF SURGERY TO HEART AND GREAT VESSELS, PRESENTING HAZARDS TO HEALTH"
8546,V15.3,"PERSONAL HISTORY OF IRRADIATION, PRESENTING HAZARDS TO HEALTH"
8547,V15.41,HISTORY OF PHYSICAL ABUSE
8548,V15.42,HISTORY OF EMOTIONAL ABUSE
8549,V15.49,OTHER PSYCHOLOGICAL TRAUMA
8550,V15.51,PERSONAL HISTORY OF TRAUMATIC FRACTURE
8551,V15.52,PERSONAL HISTORY OF TRAUMATIC BRAIN INJURY
8552,V15.59,PERSONAL HISTORY OF OTHER INJURY
8553,V15.6,"PERSONAL HISTORY OF POISONING, PRESENTING HAZARDS TO HEALTH"
8554,V15.81,"PERSONAL HISTORY OF NONCOMPLIANCE WITH MEDICAL TREATMENT, PRESENTING HAZARDS TO HEALTH"
8555,V15.82,PERSONAL HISTORY OF TOBACCO USE
8556,V15.84,PERSONAL HISTORY OF CONTACT WITH AND (SUSPECTED) EXPOSURE TO ASBESTOS
8557,V15.85,PERSONAL HISTORY OF CONTACT WITH AND (SUSPECTED) EXPOSURE TO POTENTIALLY HAZARDOUS BODY FLUIDS
8558,V15.86,PERSONAL HISTORY OF CONTACT WITH AND (SUSPECTED) EXPOSURE TO LEAD
8559,V15.87,HISTORY OF EXTRACORPOREAL MEMBRANE OXYGENATION (ECMO)
8560,V15.88,HISTORY OF FALL
8561,V15.89,OTHER SPECIFIED PERSONAL HISTORY PRESENTING HAZARDS TO HEALTH
8562,V15.9,UNSPECIFIED PERSONAL HISTORY PRESENTING HAZARDS TO HEALTH
8563,V16.0,FAMILY HISTORY OF MALIGNANT NEOPLASM OF GASTROINTESTINAL TRACT
8564,V16.1,"FAMILY HISTORY OF MALIGNANT NEOPLASM OF TRACHEA, BRONCHUS, AND LUNG"
8565,V16.2,FAMILY HISTORY OF MALIGNANT NEOPLASM OF OTHER RESPIRATORY AND INTRATHORACIC ORGANS
8566,V16.3,FAMILY HISTORY OF MALIGNANT NEOPLASM OF BREAST
8567,V16.40,"FAMILY HISTORY OF MALIGNANT NEOPLASM OF GENITAL ORGAN, UNSPECIFIED"
8568,V16.41,FAMILY HISTORY OF MALIGNANT NEOPLASM OF OVARY
8569,V16.42,FAMILY HISTORY OF MALIGNANT NEOPLASM OF PROSTATE
8570,V16.43,FAMILY HISTORY OF MALIGNANT NEOPLASM OF TESTIS
8571,V16.49,FAMILY HISTORY OF MALIGNANT NEOPLASM OF OTHER GENITAL ORGANS
8572,V16.51,FAMILY HISTORY OF MALIGNANT NEOPLASM OF KIDNEY
8573,V16.59,FAMILY HISTORY OF MALIGNANT NEOPLASM OF OTHER URINARY ORGANS
8574,V16.6,FAMILY HISTORY OF LEUKEMIA
8575,V16.7,FAMILY HISTORY OF OTHER LYMPHATIC AND HEMATOPOIETIC NEOPLASMS
8576,V16.8,FAMILY HISTORY OF OTHER SPECIFIED MALIGNANT NEOPLASM
8577,V16.9,FAMILY HISTORY OF UNSPECIFIED MALIGNANT NEOPLASM
8578,V17.0,FAMILY HISTORY OF PSYCHIATRIC CONDITION
8579,V17.1,FAMILY HISTORY OF STROKE (CEREBROVASCULAR)
8580,V17.2,FAMILY HISTORY OF OTHER NEUROLOGICAL DISEASES
8581,V17.3,FAMILY HISTORY OF ISCHEMIC HEART DISEASE
8582,V17.41,FAMILY HISTORY OF SUDDEN CARDIAC DEATH (SCD)
8583,V17.49,FAMILY HISTORY OF OTHER CARDIOVASCULAR DISEASES
8584,V17.5,FAMILY HISTORY OF ASTHMA
8585,V17.6,FAMILY HISTORY OF OTHER CHRONIC RESPIRATORY CONDITIONS
8586,V17.7,FAMILY HISTORY OF ARTHRITIS
8587,V17.81,FAMILY HISTORY OF OSTEOPOROSIS
8588,V17.89,FAMILY HISTORY OF OTHER MUSCULOSKELETAL DISEASES
8589,V18.0,FAMILY HISTORY OF DIABETES MELLITUS
8590,V18.11,FAMILY HISTORY OF MULTIPLE ENDOCRINE NEOPLASIA [MEN] SYNDROME
8591,V18.19,FAMILY HISTORY OF OTHER ENDOCRINE AND METABOLIC DISEASES
8592,V18.2,FAMILY HISTORY OF ANEMIA
8593,V18.3,FAMILY HISTORY OF OTHER BLOOD DISORDERS
8594,V18.4,FAMILY HISTORY OF INTELLECTUAL DISABILITIES
8595,V18.51,FAMILY HISTORY OF COLONIC POLYPS
8596,V18.59,FAMILY HISTORY OF OTHER DIGESTIVE DISORDERS
8597,V18.61,FAMILY HISTORY OF POLYCYSTIC KIDNEY
8598,V18.69,FAMILY HISTORY OF OTHER KIDNEY DISEASES
8599,V18.7,FAMILY HISTORY OF OTHER GENITOURINARY DISEASES
8600,V18.8,FAMILY HISTORY OF INFECTIOUS AND PARASITIC DISEASES
8601,V18.9,FAMILY HISTORY OF GENETIC DISEASE CARRIER
8602,V19.2,FAMILY HISTORY OF DEAFNESS OR HEARING LOSS
8603,V19.3,FAMILY HISTORY OF OTHER EAR DISORDERS
8604,V19.4,FAMILY HISTORY OF SKIN CONDITIONS
8605,V19.5,FAMILY HISTORY OF CONGENITAL ANOMALIES
8606,V19.6,FAMILY HISTORY OF ALLERGIC DISORDERS
8607,V19.7,FAMILY HISTORY OF CONSANGUINITY
8608,V19.8,FAMILY HISTORY OF OTHER CONDITION
8609,V20.0,HEALTH SUPERVISION OF FOUNDLING
8610,V20.1,OTHER HEALTHY INFANT OR CHILD RECEIVING CARE
8611,V20.2,ROUTINE INFANT OR CHILD HEALTH CHECK
8612,V20.31,HEALTH SUPERVISION FOR NEWBORN UNDER 8 DAYS OLD
8613,V20.32,HEALTH SUPERVISION FOR NEWBORN 8 TO 28 DAYS OLD
8614,V21.0,PERIOD OF RAPID GROWTH IN CHILDHOOD
8615,V21.1,PUBERTY
8616,V21.30,"LOW BIRTH WEIGHT STATUS, UNSPECIFIED"
8617,V21.32,"LOW BIRTH WEIGHT STATUS, 500-999 GRAMS"
8618,V21.33,"LOW BIRTH WEIGHT STATUS, 1000-1499 GRAMS"
8619,V21.34,"LOW BIRTH WEIGHT STATUS, 1500-1999 GRAMS"
8620,V21.35,"LOW BIRTH WEIGHT STATUS, 2000-2500 GRAMS"
8621,V21.8,OTHER SPECIFIED CONSTITUTIONAL STATES IN DEVELOPMENT
8622,V21.9,UNSPECIFIED CONSTITUTIONAL STATE IN DEVELOPMENT
8623,V22.0,SUPERVISION OF NORMAL FIRST PREGNANCY
8624,V22.1,SUPERVISION OF OTHER NORMAL PREGNANCY
8625,V22.2,"PREGNANT STATE, INCIDENTAL"
8626,V23.0,SUPERVISION OF HIGH-RISK PREGNANCY WITH HISTORY OF INFERTILITY
8627,V23.1,SUPERVISION OF HIGH-RISK PREGNANCY WITH HISTORY OF TROPHOBLASTIC DISEASE
8628,V23.2,SUPERVISION OF HIGH-RISK PREGNANCY WITH HISTORY OF ABORTION
8629,V23.3,SUPERVISION OF HIGH-RISK PREGNANCY WITH GRAND MULTIPARITY
8630,V23.41,PREGNANCY WITH HISTORY OF PRE-TERM LABOR
8631,V23.49,PREGNANCY WITH OTHER POOR OBSTETRIC HISTORY
8632,V23.5,SUPERVISION OF HIGH-RISK PREGNANCY WITH OTHER POOR REPRODUCTIVE HISTORY
8633,V23.7,SUPERVISION OF HIGH-RISK PREGNANCY WITH INSUFFICIENT PRENATAL CARE
8634,V23.81,SUPERVISION OF HIGH-RISK PREGNANCY WITH ELDERLY PRIMIGRAVIDA
8635,V23.82,SUPERVISION OF HIGH-RISK PREGNANCY WITH ELDERLY MULTIGRAVIDA
8636,V23.83,SUPERVISION OF HIGH-RISK PREGNANCY WITH YOUNG PRIMIGRAVIDA
8637,V23.85,PREGNANCY RESULTING FROM ASSISTED REPRODUCTIVE TECHNOLOGY
8638,V23.89,SUPERVISION OF OTHER HIGH-RISK PREGNANCY
8639,V23.9,SUPERVISION OF UNSPECIFIED HIGH-RISK PREGNANCY
8640,V24.0,POSTPARTUM CARE AND EXAMINATION IMMEDIATELY AFTER DELIVERY
8641,V24.1,POSTPARTUM CARE AND EXAMINATION OF LACTATING MOTHER
8642,V24.2,ROUTINE POSTPARTUM FOLLOW-UP
8643,V25.01,GENERAL COUNSELING ON PRESCRIPTION OF ORAL CONTRACEPTIVES
8644,V25.02,GENERAL COUNSELING ON INITIATION OF OTHER CONTRACEPTIVE MEASURES
8645,V25.03,ENCOUNTER FOR EMERGENCY CONTRACEPTIVE COUNSELING AND PRESCRIPTION
8646,V25.09,OTHER GENERAL COUNSELING AND ADVICE ON CONTRACEPTIVE MANAGEMENT
8647,V25.2,STERILIZATION
8648,V25.3,MENSTRUAL EXTRACTION
8649,V25.40,"CONTRACEPTIVE SURVEILLANCE, UNSPECIFIED"
8650,V25.41,SURVEILLANCE OF CONTRACEPTIVE PILL
8651,V25.42,SURVEILLANCE OF INTRAUTERINE CONTRACEPTIVE DEVICE
8652,V25.43,SURVEILLANCE OF IMPLANTABLE SUBDERMAL CONTRACEPTIVE
8653,V25.49,SURVEILLANCE OF OTHER CONTRACEPTIVE METHOD
8654,V25.5,INSERTION OF IMPLANTABLE SUBDERMAL CONTRACEPTIVE
8655,V25.8,OTHER SPECIFIED CONTRACEPTIVE MANAGEMENT
8656,V25.9,UNSPECIFIED CONTRACEPTIVE MANAGEMENT
8657,V26.0,TUBOPLASTY OR VASOPLASTY AFTER PREVIOUS STERILIZATION
8658,V26.1,ARTIFICIAL INSEMINATION
8659,V26.21,FERTILITY TESTING
8660,V26.22,AFTERCARE FOLLOWING STERILIZATION REVERSAL
8661,V26.29,OTHER INVESTIGATION AND TESTING
8662,V26.31,TESTING OF FEMALE FOR GENETIC DISEASE CARRIER STATUS
8663,V26.32,OTHER GENETIC TESTING OF FEMALE
8664,V26.33,GENETIC COUNSELING
8665,V26.34,TESTING OF MALE FOR GENETIC DISEASE CARRIER STATUS
8666,V26.39,OTHER GENETIC TESTING OF MALE
8667,V26.41,PROCREATIVE COUNSELING AND ADVICE USING NATURAL FAMILY PLANNING
8668,V26.49,OTHER PROCREATIVE MANAGEMENT COUNSELING AND ADVICE
8669,V26.51,TUBAL LIGATION STATUS
8670,V26.52,VASECTOMY STATUS
8671,V26.81,ENCOUNTER FOR ASSISTED REPRODUCTIVE FERTILITY PROCEDURE CYCLE
8672,V26.89,OTHER SPECIFIED PROCREATIVE MANAGEMENT
8673,V26.9,UNSPECIFIED PROCREATIVE MANAGEMENT
8674,V27.0,"OUTCOME OF DELIVERY, SINGLE LIVEBORN"
8675,V27.1,"OUTCOME OF DELIVERY, SINGLE STILLBORN"
8676,V27.2,"OUTCOME OF DELIVERY, TWINS, BOTH LIVEBORN"
8677,V27.3,"OUTCOME OF DELIVERY, TWINS, ONE LIVEBORN AND ONE STILLBORN"
8678,V27.4,"OUTCOME OF DELIVERY, TWINS, BOTH STILLBORN"
8679,V27.5,"OUTCOME OF DELIVERY, OTHER MULTIPLE BIRTH, ALL LIVEBORN"
8680,V27.6,"OUTCOME OF DELIVERY, OTHER MULTIPLE BIRTH, SOME LIVEBORN"
8681,V28.0,ANTENATAL SCREENING FOR CHROMOSOMAL ANOMALIES BY AMNIOCENTESIS
8682,V28.1,ANTENATAL SCREENING FOR RAISED ALPHA-FETOPROTEIN LEVELS IN AMNIOTIC FLUID
8683,V28.2,OTHER ANTENATAL SCREENING BASED ON AMNIOCENTESIS
8684,V28.3,ENCOUNTER FOR ROUTINE SCREENING FOR MALFORMATION USING ULTRASONICS
8685,V28.4,ANTENATAL SCREENING FOR FETAL GROWTH RETARDATION USING ULTRASONICS
8686,V28.5,ANTENATAL SCREENING FOR ISOIMMUNIZATION
8687,V28.6,ANTENATAL SCREENING FOR STREPTOCOCCUS B
8688,V28.81,ENCOUNTER FOR FETAL ANATOMIC SURVEY
8689,V28.89,OTHER SPECIFIED ANTENATAL SCREENING
8690,V28.9,UNSPECIFIED ANTENATAL SCREENING
